Accession,Frist_Gene,Description,Peptides.used.for.quantitation,Confidence.score,UP,LB,LB,LB,glucose,glucose,glucose,glycerol + AA,glycerol + AA,glycerol + AA,acetate,acetate,acetate,fumarate,fumarate,fumarate,glucosamine,glucosamine,glucosamine,glycerol,glycerol,glycerol,pyruvate,pyruvate,pyruvate,chemostat µ=0.5,chemostat µ=0.5,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.35,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.20,chemostat µ=0.20,chemostat µ=0.12,chemostat µ=0.12,chemostat µ=0.12,stationary 1 day,stationary 1 day,stationary 1 day,stationary 3 days,stationary 3 days,stationary 3 days,glucose,glucose,glucose,50 mM NaCl,50 mM NaCl,50 mM NaCl,42°C,42°C,42°C,pH 6,pH 6,pH 6,xylose,xylose,xylose,mannose,mannose,mannose,galactose,galactose,galactose,succinate,succinate,succinate,fructose,fructose,fructose
sp|P0A873|TRMD_ECOLI,trmD,tRNA (guanine-N(1)-)-methyltransferase OS=Escherichia coli (strain K12) GN=trmD PE=1 SV=1,6,228.9,P0A873,233.719106246005,331.333264372633,236.18219733396,126.207916115702,121.492504974194,115.925343179236,163.012885140017,112.161015631162,128.116013008854,66.4609916595821,49.7713452859562,79.0784922667376,79.2632652279845,80.3154462124233,88.6910958532676,68.5770074699008,79.057248664761,82.3648541169873,81.8494899745921,93.6568138337594,93.9028704066404,82.3335193377606,58.4135506091743,72.7108378583219,72.1082605380789,69.5900379983245,66.6598346462354,51.5985424950132,49.8788905730285,65.7580526760368,57.8578338127256,35.5388200846276,56.9856558245826,38.9804242120749,35.3833233178723,37.9166358744618,56.0634238913213,31.5477902369743,20.363374911871,49.2553990601436,48.0491964002698,51.40494038746,96.4058700046915,77.9776003375136,86.305464995031,66.0540555211254,65.9016308239935,68.6733642267959,68.7492173140316,86.9347006870754,84.6330680483956,37.5938501580342,36.3954579122993,44.8238297991277,36.0276794855038,36.6303182925981,52.7147505696222,53.6606111865091,55.4006426005679,39.134256968019,32.9891424239972,28.8158731709208,33.7054230540311,49.6426494547079,81.6223843797447,45.3595154209428,37.9556716184324,95.6154825594156,45.3313085801025
sp|P0AEW9|K1PF_ECOLI,fruK,1-phosphofructokinase OS=Escherichia coli (strain K12) GN=fruK PE=3 SV=1,8,482.77,P0AEW9,232.631401042205,166.181759113222,164.445870573914,47.9387671585697,68.7038622252887,56.4451813476225,73.1819150658393,117.945018145083,111.388948789875,19.2534516576494,27.5568147495537,23.7860020398495,55.0344224631137,54.8781901504308,44.181024134825,101.04442080122,57.0932819466113,96.7652228915878,82.2260807284266,83.5449053342828,99.4746127141259,44.597028248396,41.7060291503247,32.9180398153295,132.201869462306,114.239351967191,103.011497608165,74.3472855135799,78.6877976731993,97.2764444655106,90.4193680725408,67.6891136024766,61.91296788773,64.4240059769957,77.9644612717119,92.0029069566606,39.2202095476912,48.4712705861687,22.5927666420151,62.3786187211613,74.8084741644779,55.5157643153534,76.4041023493118,108.814262264627,68.4262217950953,129.359840911445,101.03776684774,69.3626866185944,308.239631470489,48.4350351032122,79.5273170407565,46.3326745664269,77.7742983325073,66.5105902020159,113.749239752793,143.508668920375,143.820695848752,88.2221382688587,68.1062796503059,77.5091703886315,60.6435719552155,87.2007810158282,85.3387213135819,83.7487158392803,60.5759044854128,90.5866366234992,2464.71020537188,2294.65757293294,2758.00563582067
sp|P31808|YCIK_ECOLI,yciK,Uncharacterized oxidoreductase yciK OS=Escherichia coli (strain K12) GN=yciK PE=1 SV=3,7,336.44,P31808,230.366395372896,236.667727569962,258.859925353059,235.025203710196,320.072694516718,319.145847945016,202.013577726687,232.282613588044,149.405206518595,125.851445404527,188.40228361245,139.023507184081,184.351454367233,190.511322724291,169.645118166984,219.919466358367,211.374012497356,185.437812629742,267.5067165853,229.803476199295,245.156394523369,267.950493802715,220.688162002168,176.941803015231,167.756245395139,212.303992025093,194.118395227439,182.75774096518,187.910898577312,224.926432840676,146.375455302425,188.630620120869,176.253801323487,198.049529474488,166.678169975866,136.926194183109,143.001493588431,103.687018370347,114.220009139972,109.973634596739,114.898321716584,131.715612749749,305.287690313778,247.167773328563,258.617466135225,321.005927538003,247.179421390275,349.532306211646,432.250475601832,475.142591354173,441.521833014678,360.135406714199,381.373945415781,361.05833679866,277.260410512022,300.635535173752,284.893669418519,244.224047605596,222.679261712696,218.33923718515,173.800086350214,238.765044691911,212.807198896784,171.36038574331,161.134454650865,192.548270371193,277.81495834793,279.126898224601,293.319381325158
sp|P77781|YDII_ECOLI,ydiI,Esterase YdiI OS=Escherichia coli (strain K12) GN=ydiI PE=1 SV=1,4,341.86,P77781,230.296888817809,227.980609721659,234.404305687677,313.136399268402,279.805044644825,317.094490345519,204.053073386777,248.308139410616,205.421789856556,244.638890055693,231.914403620723,222.031010492058,242.739236105127,282.711230347135,200.13679324036,230.714945934784,219.212792273645,189.388828186542,267.03844588178,244.893562273556,272.02332533631,238.437114102003,277.769975622921,364.031283060983,239.538438637178,193.443174463559,173.651525310849,167.738777753201,165.288365460377,207.614039910562,132.306085930819,138.713395223672,108.871362182326,86.0095520101843,93.9563635316806,98.035199779423,97.2932336452813,125.382454980621,136.605659182373,64.7653408925084,104.694270522985,136.012035264431,277.947360544684,330.291033340281,249.139837253677,303.092331522967,318.850703988124,248.453762382528,447.845341378549,563.419995842471,384.859589935152,267.458666694194,322.480577800357,302.739141128698,274.678188824894,220.773869144957,294.326042559032,244.41632609265,248.999557675219,237.406519696709,183.727204953335,203.258531397826,183.649894107029,244.840685893414,169.972741708871,217.721158601866,292.455731104323,324.046954221445,280.863138001909
sp|P77434|YFDZ_ECOLI,alaC,Uncharacterized aminotransferase YfdZ OS=Escherichia coli (strain K12) GN=yfdZ PE=2 SV=1,6,292.7,P77434,229.738162563895,98.8008965866532,115.925884338859,69.4579958113883,93.1616709927029,97.6163880818054,83.9751210616306,94.228572634509,136.816734715994,76.9525496315574,179.569425111413,94.9523187856204,75.0755097085134,71.6368867951401,91.1406690741773,80.3659876222814,71.1168376173048,98.5433039553572,82.3125987781525,67.1486820947246,77.3606094445641,64.3288106499053,68.9151335992602,67.5702834071172,114.966134048075,95.453936299943,100.451001420004,89.3045615960672,107.374359712916,107.193135288813,84.1883423355392,93.2331695949633,82.4205131971598,80.3483364272953,83.2501049602372,69.951895709217,57.3816118369927,55.5934917844173,41.1795341706434,51.9894252927552,49.1131558105407,43.3045371848242,55.5891978807957,76.3502886894292,50.0863713452704,140.514676228805,124.441971639906,87.6381464076247,161.213675219499,67.3776906546052,80.9435218446026,87.6156768580404,74.1004434403918,76.6433972257979,103.60954461438,108.460047736358,76.4946617637199,99.1405766417808,109.734775206391,85.5672278027285,57.842953193817,77.3285823409141,79.3586302317698,75.6923992166815,93.7772192668652,79.0000748325289,65.8569897342967,71.4475728236645,77.2149897480536
sp|P77258|NEMA_ECOLI,nemA,N-ethylmaleimide reductase OS=Escherichia coli (strain K12) GN=nemA PE=1 SV=1,6,360.43,P77258,229.450602341195,196.261872714526,176.444599116903,94.7909797105093,99.2246721915622,108.549201043125,120.360432730979,137.151701604228,99.3307840226806,53.5927849036731,54.6111916940054,55.8986585605329,56.011902959877,71.0613518134893,74.5798211048202,74.9985894899573,76.4997855614061,86.3724543978043,87.393993931315,90.9438629839983,85.6946718869952,62.6688440719579,53.9631563138783,55.8747174168311,66.8887227191492,56.8408218534111,60.7075154126376,38.9510769515603,39.8595011179346,42.9155083984091,24.6436326741287,26.1049012634193,25.721340371021,13.8047415598047,19.5224193301294,17.6349412660985,9.11781368243129,8.4056493309601,11.3273088055221,5.1561143545174,7.25843246477822,3.4080988713753,79.0315333601031,92.1497824223977,83.5879794205024,59.078242520737,104.061354533774,105.261169639212,26.0236678195165,28.6138030199399,26.2786803947458,75.9243524625694,69.8605549198359,87.3241313729487,88.3241397110979,89.6996140801083,68.4697181634287,41.4952681658004,32.726930569395,38.2534099430856,23.4898944379329,21.0024513249358,19.3555732071133,53.5601717473358,59.0863077342662,41.7264386756062,64.0030387538222,57.686507504021,60.3222327807606
sp|P0C079|RELB_ECOLI,relB,Antitoxin RelB OS=Escherichia coli (strain K12) GN=relB PE=1 SV=1,2,36.21,P0C079,229.241135481856,328.238892544615,274.942105155278,178.457341522219,192.554954777485,173.986458002078,252.358871622045,208.698968654751,217.962393908957,97.8606891368971,65.7539390692737,110.112670518762,191.545581328382,129.847338127663,126.616507008984,142.520218069728,127.995165960965,106.427047032782,168.699966647802,146.421360180242,147.036252377928,104.885305346223,146.698792367134,134.256941544404,85.3904142353417,87.5507540588402,82.6585796584536,74.8533592798693,82.6063053335877,56.8830391750637,46.619410422559,99.974279995872,74.9380355266545,55.5603176968172,60.5257173064974,50.8311500136695,11.7379702026009,19.9196304165488,29.9808916737685,15.1432552412026,28.9489176251418,27.1171682181098,95.0356274631019,132.128047911565,129.679015122934,148.039641907232,574.272754708152,112.663934629852,76.5988778209528,60.0771761611512,38.6069894728879,37.8303547333545,36.8397939117883,30.1904634173865,95.3112194219955,66.2434582583367,124.463095986576,138.495659807139,89.5110132822169,254.641828434149,95.9091979578162,73.407124902573,134.096214883215,101.803834501939,175.931340151092,109.742040059334,173.364611435446,227.407361462743,156.213479838362
sp|P0AFI7|PDXH_ECOLI,pdxH,Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Escherichia coli (strain K12) GN=pdxH PE=1 SV=2,6,332.99,P0AFI7,228.959765438844,232.426737723356,237.746061394889,295.655887211225,314.597893158899,301.859231329332,258.755282812266,282.00005311424,295.115337790871,230.312191868734,262.044152853061,237.573106473764,291.567214449957,310.82296268591,240.818550316793,246.487967361171,264.11636353748,285.882657477961,262.365090123724,301.076647842818,313.088804247342,291.511052309347,302.394295690634,302.513493986671,313.62822189854,284.065100497532,293.275453270046,245.693018675289,241.184202853586,314.022276166241,184.735334258564,231.456177372813,197.072994322199,156.848863744109,174.710981951237,163.972977691538,244.407843387097,176.833924726206,179.517464684902,270.936427785949,254.565975330275,279.531765303057,324.893917831513,353.584839569968,311.450921233541,223.262204203264,463.474439410645,417.16679550258,400.604327439043,700.100272480426,443.473789247995,472.640465644139,410.698107605787,450.002962296106,449.375902528412,463.969281303572,656.107879835102,279.641603460803,349.994310013812,296.666438456184,193.477514753408,228.850915155484,260.916892297663,325.738354098864,295.927297822626,322.737972348969,298.428722625939,346.924139438142,387.063576539517
sp|P0A698|UVRA_ECOLI,uvrA,UvrABC system protein A OS=Escherichia coli (strain K12) GN=uvrA PE=1 SV=1,20,1115.87,P0A698,228.030112725344,174.962868118941,261.400049151397,117.722935364799,127.210244135824,131.292309302197,131.147468069344,121.88196462527,135.930697943008,96.6199005196961,121.867077807607,104.837043395974,96.9281352476116,105.120597524468,108.281301918913,168.907750921475,131.602690712519,175.636498022876,107.298047238181,120.423529485012,117.565965457121,84.1409636039588,120.553341267629,106.007671354939,142.311986073285,153.519264892272,137.636701779108,139.6946972543,135.222125993493,134.898337746153,142.073347999626,161.125414821109,138.539614985526,175.440758722113,172.880700760495,159.098049684214,135.170533086372,140.943527648857,118.789589441329,163.514576803104,127.104876135479,133.62642033476,112.901759861375,107.316470411849,83.0370693351992,104.995035842419,166.374095247705,125.353192816824,182.705348152743,175.119018150908,157.103335679765,169.265600674639,210.33690076218,215.865204797863,143.130478992677,157.958830387658,112.43348170929,104.864301192173,101.246050790257,96.4761457586146,140.555899027758,107.941768506207,165.899092229838,77.745553381768,116.316874079388,112.221444518567,109.301822014541,133.290276459765,124.664911306119
sp|P0ACI0|ROB_ECOLI,rob,Right origin-binding protein OS=Escherichia coli (strain K12) GN=rob PE=1 SV=1,7,339.39,P0ACI0,226.667383365714,184.857402185566,165.234272589016,89.5131341129742,102.042563695078,124.653478566664,112.091598594288,135.501812696418,102.243721366496,114.516842024797,108.711101867265,118.541058840955,113.294316411177,129.457661639059,106.806034620514,107.837214187488,138.451403128106,79.2471193096178,92.509603687236,119.312537197845,125.096898010689,85.6305110827553,118.602374206771,97.0799315146505,144.937799379522,126.377330651006,113.456901749874,129.864641682044,131.629737812112,141.243341386632,137.054693744715,154.301548868924,133.353794867153,167.207562260878,157.937598186423,126.428424851272,35.2998533221129,43.6863946470296,42.0347895204902,86.9536415329361,52.021276036458,69.9072651114278,66.0339154776703,88.6846411908783,75.2344273831694,38.2942249563038,62.7352297126016,65.3028420548927,133.382166232585,89.2216277463179,133.581752330343,83.853671106226,129.053135487797,111.198306681362,66.9191679999142,78.3260580051362,56.9973394273072,78.5647600516577,81.748936802,80.0553115377908,69.9700209188265,87.6049394817991,110.569281452228,64.3180798449196,95.4654700264574,65.0717280615224,78.7030223968672,83.2981257989637,76.5043649771524
sp|P0A9B6|E4PD_ECOLI,epd,D-erythrose-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=epd PE=1 SV=2,8,336.65,P0A9B6,225.071975698814,157.836675236064,209.967024474586,111.921845328568,119.972182768688,105.635994181222,143.312061449267,166.152369417143,154.873597715327,49.9445669253346,55.5590388198178,60.3427121049736,79.18630739472,85.8630471938378,80.2585420350289,63.7833554721489,57.0310489916322,66.1426420219859,103.96617268929,121.067888969269,110.569088784723,81.9376353993049,79.3998782822986,117.589814429306,84.0633705541484,89.4194497945675,57.887506561438,54.397543028349,53.7165652397761,52.4573221282017,35.5714956268882,39.0619343221786,42.6510384728972,29.6918268324036,30.3422422849009,35.2797859645037,40.9795718968494,40.230087699226,43.1518512421734,34.6347634419086,19.1458753775042,25.6687253413332,69.0099714992838,70.6549886659003,110.067703916625,42.0815348337182,56.6773001838944,47.8709763376649,85.7796089321615,80.6120319949502,87.8683263574688,42.6842106023969,53.8352944068406,43.0061648316474,64.7142106212108,57.5856725264247,66.2289257864002,31.6722841810564,26.7071250495418,33.4670287904674,27.8517053578176,26.8696070895439,33.4645913399709,46.1429467347547,46.775603856635,69.8433173053568,78.0124656822828,70.3920375617961,60.8927748470772
sp|P0A894|YHBJ_ECOLI,yhbJ,UPF0042 nucleotide-binding protein yhbJ OS=Escherichia coli (strain K12) GN=yhbJ PE=1 SV=1,10,533.08,P0A894,224.725897984058,214.568316365919,231.803968287408,238.130612992533,230.078146093139,231.400593476847,152.417176975258,149.313140771916,195.565342050974,139.671511304363,191.476711253224,164.735634629398,210.990880049586,225.028401339764,226.827016021612,186.77696600643,208.29137546527,224.435362229679,237.299277932607,223.453264289916,224.265404600798,195.998347358035,220.257556493234,235.151978381718,212.732861836712,233.616854738587,201.952716516695,198.549819249977,201.368707619745,205.085918576642,195.197177077196,224.294730405229,208.922151133955,190.256193138239,178.978885165228,186.537754217674,98.2845866987732,91.939737353622,96.160355500392,104.737194900553,90.6025648222877,112.993722419071,217.90041324006,206.480595076947,216.57080125557,168.082480054671,287.568723236683,201.602610843759,355.43871651136,362.958754695396,313.33963326557,232.195349289831,254.040232217689,296.409528556889,235.139168130831,247.308921969836,288.26111382351,241.349248785387,237.559486795142,205.600840989187,200.825571585243,216.058619262177,216.912373142956,177.801539344293,209.594392277047,236.919944076403,224.88774669072,235.898385699737,269.169034225328
